CustomerID,Name,Gender,Age,JoinDate,Department,Salary,PurchaseAmount,Email
1035,Mary Davis,male,38.0,2016/01/30,Marketing,"$51,515.96",164.33,mary.davis@example.com
1097,Richard Garcia,FEMALE,42.0,2018-01-18,HR,"$68,058.33",160.57,richard.garcia@example.com
1128,Susan Williams,Male,31.0,13/01/2019,finance ,"$59,740.72",16.43,susan.williams@example.com
1194,Mary Wilson, Male,36.0,02-16-2021,SALES,"$31,845.62",72.83,mary.wilson@example.com
1182,Robert Anderson,MALE,64.0,2020-09-30,HR,"$58,401.79",22.01,robert.anderson@example.com
1249,John Garcia, Male,50.0,16/11/2022,IT,"$24,976.81",158.37,john.garcia@example.com
1290,Sarah Johnson,M,-5.0,03-06-2024,marketing,"$64,492.87",132.1,sarah.johnson@example.com
1046,William Gonzalez,Female,23.0,05 Jun 2016,HR,"$67,989.53",124.1,william.gonzalez@example.com
1222,John Davis,MALE,21.0,07/01/2022,Marketing,"$56,184.83",277.36,john.davis@example.com
1033,William Garcia,female,-5.0,2016/01/07,marketing,"$52,454.20",24.16,william.garcia@example.com
1078,William Hernandez,Male,44.0,12/06/2017,marketing,"$53,407.27",15.59,william.hernandez@example.com
1243,Elizabeth Brown,Female ,61.0,07 Sep 2022,Marketing,"$55,925.57",106.04,elizabeth.brown@example.com
1134,William Garcia,FEMALE,32.0,23/03/2019,Marketing,"$55,540.90",1.6,william.garcia@example.com
1145,David Davis,FEMALE,51.0,07-29-2019,HR,"$67,085.18",127.55,david.davis@example.com
1157,John Jones,FEMALE,39.0,15/12/2019,finance ,"$36,373.67",89.94,john.jones@example.com
1064,Mary Gonzalez,M,28.0,12-31-2016,Sales,,22.52,mary.gonzalez@example.com
1083,William Wilson,Female ,43.0,09/08/2017,Finance,"$71,570.19",57.08,william.wilson@example.com
1244,Michael Rodriguez,Male,57.0,,IT,"$55,558.42",213.85,michael.rodriguez@example.com
1236,Joseph Gonzalez,FEMALE,20.0,2022/06/18,SALES,"$23,538.24",520.08,joseph.gonzalez@example.com
1245,Jessica Martinez,Male,33.0,01/10/2022,SALES,"$53,668.05",147.62,jessica.martinez@example.com
1042,Patricia Wilson,Female ,36.0,20/04/2016,marketing,"$63,843.20",66.69,patricia.wilson@example.com
1283,Sarah Brown,female,50.0,15/12/2023,Sales,"$43,570.38",239.16,sarah.brown@example.com
1165,John Rodriguez,Female,53.0,17 Mar 2020,Finance,"$56,775.22",199.78,john.rodriguez@example.com
1110,William Anderson,female,42.0,18 Jun 2018,it,"$64,508.66",6200.0,william.anderson@example.com
1187,William Garcia,Male,,27 Nov 2020,sales,"$58,656.29",325.31,william.garcia@example.com
1229,John Hernandez, Male,44.0,03-29-2022,HR,"$43,752.80",6200.0,john.hernandez@example.com
1122,Mary Hernandez,Female ,21.0,2018-11-04,SALES,"$39,684.32",66.93,mary.hernandez@example.com
1052,Thomas Smith,MALE,32.0,14 Aug 2016,Finance,"$49,664.53",38.85,thomas.smith@example.com
1057,Barbara Davis,FEMALE,36.0,2016-10-11,it,"$29,148.05",255.18,barbara.davis@example.com
1255,Jennifer Brown,M,,unknown,Sales,"$70,285.66",285.84,jennifer.brown@example.com
1159,Joseph Lopez,male,37.0,07/01/2020,SALES,"$56,644.72",309.24,joseph.lopez@example.com
1086,John Johnson, Male,48.0,2017/09/12,sales,"$61,657.19",95.13,john.johnson@example.com
1121,John Martinez,male,20.0,10-23-2018,it,"$39,324.34",68.39,john.martinez@example.com
1299,Barbara Gonzalez,Male,55.0,2024-06-18,sales,"$51,150.19",149.94,
1190,Linda Jones,Male,24.0,2021/01/01,marketing,"$55,928.75",3.79,linda.jones@example.com
1195,Sarah Williams,female,33.0,28 Feb 2021,finance ,"$500,000.00",108.69,sarah.williams@example.com
1241,Jennifer Wilson,M,59.0,2022-08-15,Finance,"$52,525.93",420.29,jennifer.wilson@example.com
1271,Joseph Smith,female,47.0,2023/07/29,hr,"$40,222.63",245.41,joseph.smith@example.com
1088,Susan Davis,F,32.0,06 Oct 2017,SALES,"$32,039.27",206.88,susan.davis@example.com
1166,David Garcia,FEMALE,36.0,28/03/2020,HR,"$61,670.90",62.65,david.garcia@example.com
1123,Richard Johnson, Male,58.0,16/11/2018,hr,"$55,782.60",16.76,richard.johnson@example.com
1286,Charles Miller,FEMALE,32.0,19/01/2024,finance ,"$61,262.08",178.55,charles.miller@example.com
1106,Jennifer Lopez,F,61.0,05-02-2018,Finance,"$67,356.30",107.39,jennifer.lopez@example.com
1292,John Smith,FEMALE,31.0,2024/03/29,hr,"$34,354.19",33.39,john.smith@example.com
1183,John Rodriguez,male,63.0,10-11-2020,Finance,"$74,785.20",22.93,john.rodriguez@example.com
1050,Richard Williams, Male,31.0,2016-07-22,Marketing,"$73,004.59",117.15,richard.williams@example.com
1227,Elizabeth Smith,MALE,58.0,2022-03-06,sales,"$61,754.76",104.7,elizabeth.smith@example.com
1006,David Thomas,F,51.0,27 Feb 2015,Finance,"$31,965.37",504.8,david.thomas@example.com
1018,Sarah Johnson,M,54.0,2015/07/17,finance ,"$60,955.50",113.53,sarah.johnson@example.com
1256,Karen Lopez, Male,45.0,02-05-2023,Sales,"$70,452.93",22.07,
1117,James Gonzalez,F,36.0,2018/09/07,HR,"$36,477.80",18.88,james.gonzalez@example.com
1250,Charles Miller,MALE,58.0,28/11/2022,Sales,"$46,852.44",59.65,charles.miller@example.com
1107,Jessica Davis,Male,57.0,2018/05/14,Finance,"$54,110.76",47.94,jessica.davis@example.com
1188,Sarah Johnson,MALE,64.0,08 Dec 2020,Sales,"$52,731.29",94.98,sarah.johnson@example.com
1163,Karen Brown,Female ,24.0,02-22-2020,hr,"$57,247.64",68.24,karen.brown@example.com
1135,Richard Martinez,M,21.0,04/04/2019,IT,"$54,930.51",324.24,richard.martinez@example.com
1257,Thomas Wilson,M,23.0,2023/02/17,IT,"$57,760.87",220.69,thomas.wilson@example.com
1191,James Anderson,Male,,01-12-2021,hr,"$56,655.94",11.84,james.anderson@example.com
1065,Barbara Hernandez,F,62.0,2017-01-12,sales,"$54,971.20",234.43,barbara.hernandez@example.com
1027,Linda Davis,Female,43.0,,hr,"$50,231.40",21.48,linda.davis@example.com
1226,Karen Anderson,Male,57.0,02-22-2022,Marketing,"$40,170.59",318.45,karen.anderson@example.com
1170,Robert Thomas,Female,18.0,2020-05-14,Sales,"$71,983.52",446.07,robert.thomas@example.com
1181,Thomas Anderson, Male,61.0,18/09/2020,Finance,"$41,306.83",3.56,thomas.anderson@example.com
1101,Linda Anderson,F,55.0,05/03/2018,Sales,"$53,353.99",68.29,linda.anderson@example.com
1198,Joseph Wilson,female,53.0,03 Apr 2021,hr,"$55,127.58",67.28,joseph.wilson@example.com
1210,Jennifer Rodriguez,Female ,20.0,21/08/2021,marketing,"$62,794.91",138.98,jennifer.rodriguez@example.com
1136,Jennifer Smith,MALE,52.0,04-15-2019,marketing,"$70,682.98",13.69,jennifer.smith@example.com
1297,Robert Thomas,F,51.0,2024-05-26,IT,"$77,976.68",3.43,
1273,Thomas Smith,male,36.0,21/08/2023,Finance,"$91,861.36",52.68,thomas.smith@example.com
1199,James Brown,Female,19.0,2021/04/15,HR,"$66,923.98",213.55,james.brown@example.com
1118,Elizabeth Lopez,female,41.0,2018/09/19,IT,"$76,634.57",26.04,elizabeth.lopez@example.com
1167,Michael Wilson,MALE,61.0,04-09-2020,marketing,"$52,694.72",201.29,michael.wilson@example.com
1237,William Davis, Male,52.0,2022-06-30,sales,"$41,586.89",213.12,william.davis@example.com
1137,Patricia Thomas,FEMALE,60.0,2019-04-27,marketing,"$72,814.52",117.33,patricia.thomas@example.com
1030,Joseph Hernandez,Female,45.0,12-03-2015,Marketing,"$46,428.26",15.75,joseph.hernandez@example.com
1080,David Gonzalez,Female ,44.0,07-05-2017,it,"$64,252.21",66.5,david.gonzalez@example.com
1205,Charles Smith,FEMALE,32.0,06-24-2021,Marketing,"$69,604.95",34.52,charles.smith@example.com
1141,Jennifer Davis, Male,51.0,12 Jun 2019,Finance,"$47,081.24",325.21,
1158,Robert Hernandez,Female,54.0,12-26-2019,SALES,"$51,938.97",21.9,robert.hernandez@example.com
1132,Jennifer Anderson,female,26.0,2019-02-28,Sales,"$49,533.43",79.09,jennifer.anderson@example.com
1040,Barbara Hernandez,Female ,41.0,2016/03/28,hr,"$79,710.91",73.99,barbara.hernandez@example.com
1179,Patricia Anderson,M,37.0,2020/08/26,sales,"$51,560.61",491.99,patricia.anderson@example.com
1206,Patricia Brown,FEMALE,26.0,unknown,Marketing,"$73,629.40",103.92,patricia.brown@example.com
1216,Mary Lopez, Male,41.0,2021-10-29,IT,"$67,603.30",6.96,mary.lopez@example.com
1240,Susan Johnson,Female ,43.0,04 Aug 2022,it,"$75,725.61",47.23,susan.johnson@example.com
1055,Elizabeth Lopez,F,54.0,2016/09/18,Finance,"$500,000.00",46.35,elizabeth.lopez@example.com
1107,Jessica Davis,Male,57.0,2018/05/14,Finance,"$54,110.76",47.94,jessica.davis@example.com
1201,Karen Gonzalez,Male,40.0,08 May 2021,Finance,"$45,159.18",83.99,karen.gonzalez@example.com
1044,Mary Jones,female,40.0,2016/05/13,HR,"$53,681.85",168.14,mary.jones@example.com
1269,Elizabeth Johnson,female,64.0,06 Jul 2023,Marketing,"$51,180.88",79.5,elizabeth.johnson@example.com
1049,Robert Hernandez,Female ,62.0,10 Jul 2016,HR,"$62,361.50",152.97,robert.hernandez@example.com
1036,Jessica Brown,MALE,62.0,10/02/2016,Finance,"$56,135.70",84.52,jessica.brown@example.com
1060,Robert Johnson,M,37.0,2016-11-15,hr,"$37,563.57",72.72,robert.johnson@example.com
1144,Patricia Martinez,M,35.0,07-17-2019,sales,"$46,633.43",13.4,patricia.martinez@example.com
1054,Jessica Hernandez, Male,38.0,06/09/2016,sales,"$11,041.08",157.25,jessica.hernandez@example.com
1021,Patricia Gonzalez,female,59.0,2015/08/20,Marketing,"$69,811.08",102.23,patricia.gonzalez@example.com
1125,Jessica Smith,FEMALE,-5.0,2018/12/09,finance ,"$49,947.52",50.32,jessica.smith@example.com
1001,William Thomas,MALE,37.0,06/07/2019,marketing,"$69,792.04",37.92,william.thomas@example.com
1111,John Davis,MALE,30.0,06-29-2018,it,"$55,044.90",168.64,john.davis@example.com
1260,Elizabeth Martinez, Male,34.0,2023-03-24,SALES,"$46,577.75",101.65,elizabeth.martinez@example.com
1077,Charles Jones,F,22.0,31 May 2017,it,"$50,758.06",1.97,charles.jones@example.com
1287,Jennifer Smith,Male,,2024/01/31,Marketing,"$35,192.67",278.71,jennifer.smith@example.com
1278,Karen Rodriguez,FEMALE,27.0,2023/10/18,it,"$26,378.04",52.94,karen.rodriguez@example.com
1108,Joseph Jones,F,41.0,26 May 2018,Finance,"$44,060.70",3.95,joseph.jones@example.com
1094,Patricia Miller,Female ,38.0,12-14-2017,sales,"$59,965.60",70.64,patricia.miller@example.com
1013,Jessica Hernandez,FEMALE,35.0,20 May 2015,finance ,"$51,618.53",193.67,jessica.hernandez@example.com
1048,Sarah Jones,F,24.0,29 Jun 2016,Finance,"$68,295.91",308.99,sarah.jones@example.com
1204,William Williams,Female ,25.0,2021-06-12,it,,43.78,william.williams@example.com
1272,Patricia Williams,M,47.0,08-10-2023,Marketing,"$42,087.37",151.75,patricia.williams@example.com
1120,Michael Hernandez,F,23.0,12 Oct 2018,hr,"$30,173.57",65.73,michael.hernandez@example.com
1022,Joseph Garcia,female,44.0,01/09/2015,hr,"$72,362.62",90.05,joseph.garcia@example.com
1084,Michael Williams,Female ,48.0,20 Aug 2017,marketing,"$48,814.95",86.34,michael.williams@example.com
1131,Jessica Williams,FEMALE,40.0,16/02/2019,Sales,"$23,380.70",201.42,jessica.williams@example.com
1230,Thomas Johnson,Male,48.0,10/04/2022,Sales,"$51,462.56",351.42,thomas.johnson@example.com
1276,Thomas Miller,F,33.0,09-25-2023,sales,"$49,546.25",34.49,thomas.miller@example.com
1124,Jessica Miller,male,57.0,11-27-2018,HR,"$50,892.24",346.82,jessica.miller@example.com
1034,Charles Garcia,Female,48.0,01-18-2016,it,"$61,206.88",35.41,charles.garcia@example.com
1005,Robert Johnson, Male,39.0,16 Feb 2015,sales,"$62,183.13",32.75,invalid_email
